"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-6 0.986675286399993 3 22 "GO:0045638" "negative regulation of myeloid cell differentiation" 0.998604977696594
122 0.770206246341805 2 14 "GO:0045639" "positive regulation of myeloid cell differentiation" 0.975778147430469
-311 0.571518516920206 4 8 "GO:0045646" "regulation of erythrocyte differentiation" 0.931663212154572
-412 0.358961566543118 2 12 "GO:0045652" "regulation of megakaryocyte differentiation" 0.87237376016788
644 0.214254687857447 2 9 "GO:0045661" "regulation of myoblast differentiation" 0.810938526090533
176 0.782279128377092 2 6 "GO:0045662" "negative regulation of myoblast differentiation" 0.975778147430469
-51 0.671415489178615 2 175 "GO:0045664;GO:0010975" "regulation of neuron differentiation" 0.962025435846265
20 0.929231950673943 3 50 "GO:0045665" "negative regulation of neuron differentiation" 0.994151563136106
95 0.552791066090886 2 97 "GO:0045666;GO:0010976" "positive regulation of neuron differentiation" 0.924779974044779
331 0.353550161482211 2 19 "GO:0045667" "regulation of osteoblast differentiation" 0.872319563264252
205 0.708809952856709 2 8 "GO:0045668" "negative regulation of osteoblast differentiation" 0.970140393685084
-98 0.834638266597987 2 11 "GO:0045669" "positive regulation of osteoblast differentiation" 0.982676277590505
683 0.0706512283937864 7 17 "GO:0045670" "regulation of osteoclast differentiation" 0.664083594906365
-8 0.988933292519371 3 7 "GO:0045671" "negative regulation of osteoclast differentiation" 0.998604977696594
915 0.149765965276798 2 6 "GO:0045672" "positive regulation of osteoclast differentiation" 0.759362256104098
26 0.969917832053174 2 5 "GO:0045686" "negative regulation of glial cell differentiation" 0.995848162381776
-44 0.929166242180387 2 10 "GO:0045687;GO:0045685;GO:0048713" "regulation of glial cell differentiation" 0.994151563136106
-1676 0.01593681491012 3 5 "GO:0045717;GO:0045922" "negative regulation of fatty acid metabolic process" 0.409345804028251
-147 0.75366189561789 3 11 "GO:0045724" "positive regulation of cilium assembly" 0.972191552623681
74 0.74330934729522 2 48 "GO:0045727;GO:0034250" "positive regulation of cellular amide metabolic process" 0.972191552623681
64 0.767704565222407 2 52 "GO:0045732" "positive regulation of protein catabolic process" 0.975429274284161
96 0.758274203109952 3 25 "GO:0045739;GO:2001022" "positive regulation of response to DNA damage stimulus" 0.972191552623681
599 0.182555986057664 2 12 "GO:0045740" "positive regulation of DNA replication" 0.800815080667849
861 0.143009136070313 3 7 "GO:0045744" "negative regulation of G protein-coupled receptor signaling pathway" 0.754527032390027
828 0.0653611826744031 3 12 "GO:0045746" "negative regulation of Notch signaling pathway" 0.646352523373236
-211 0.576755000041143 4 17 "GO:0045747" "positive regulation of Notch signaling pathway" 0.933946155982855
-584 0.320315588420385 2 7 "GO:0045761;GO:0031279" "regulation of cyclase activity" 0.864308868318328
-303 0.133693331472069 2 60 "GO:0045765;GO:1901342" "regulation of vasculature development" 0.749224547190351
-579 0.163975275038705 7 14 "GO:0045773" "positive regulation of axon extension" 0.773543944752728
330 0.60326081763853 2 6 "GO:0045776" "negative regulation of blood pressure" 0.939105769824586
-192 0.601335721216693 2 18 "GO:0045778" "positive regulation of ossification" 0.939105769824586
87 0.891192596084388 4 6 "GO:0045779;GO:0046851;GO:0034104" "negative regulation of tissue remodeling" 0.987914984373673
-370 0.559855948329031 3 6 "GO:0045780;GO:0046852" "positive regulation of bone resorption" 0.924779974044779
-40 0.831098243555166 4 70 "GO:0045785" "positive regulation of cell adhesion" 0.982676277590505
232 0.102976499587423 5 122 "GO:0045786" "negative regulation of cell cycle" 0.725332287486958
-13 0.931528278890876 2 105 "GO:0045787" "positive regulation of cell cycle" 0.994151563136106
315 0.592574135030258 5 7 "GO:0045792" "negative regulation of cell size" 0.936984714918575
-429 0.499149063740493 2 6 "GO:0045793" "positive regulation of cell size" 0.894741847740145
657 0.263915633246994 3 7 "GO:0045806" "negative regulation of endocytosis" 0.841296277524509
51 0.841145763479478 3 38 "GO:0045807" "positive regulation of endocytosis" 0.982676277590505
376 0.44462535614753 4 10 "GO:0045815" "positive regulation of gene expression, epigenetic" 0.889991966314376
183 0.739012510253778 3 8 "GO:0045822;GO:1903523" "negative regulation of blood circulation" 0.972191552623681
32 0.920784958947134 3 24 "GO:0045824;GO:0001960;GO:0060761" "negative regulation of innate immune response" 0.99328594169326
-973 0.00995272185073682 5 17 "GO:0045833" "negative regulation of lipid metabolic process" 0.314779222455657
-14 0.967520030711651 5 20 "GO:0045834" "positive regulation of lipid metabolic process" 0.995848162381776
-302 0.607124695869712 4 7 "GO:0045838" "positive regulation of membrane potential" 0.940320569890715
-83 0.484995116163042 3 179 "GO:0045859;GO:0043549" "regulation of kinase activity" 0.893770874679203
-81 0.612624928427651 6 96 "GO:0045860;GO:0033674" "positive regulation of kinase activity" 0.941792254398205
287 0.177373182688204 2 54 "GO:0045861" "negative regulation of proteolysis" 0.796526975728732
207 0.276163676284812 3 68 "GO:0045862" "positive regulation of proteolysis" 0.848798442853628
422 0.544341972461052 2 5 "GO:0045875" "negative regulation of sister chromatid cohesion" 0.91957352364609
1059 0.127652884725875 2 5 "GO:0045876" "positive regulation of sister chromatid cohesion" 0.749224547190351
-484 0.486741510958673 3 5 "GO:0045879" "negative regulation of smoothened signaling pathway" 0.893770874679203
-4 0.992931760052349 2 10 "GO:0045880" "positive regulation of smoothened signaling pathway" 0.998953064213476
70 0.443068187628628 3 306 "GO:0045892;GO:1903507;GO:1902679;GO:0051253;GO:0045934" "negative regulation of nucleobase-containing compound metabolic process" 0.889991966314376
104 0.229641659440518 2 344 "GO:0045893;GO:1903508;GO:1902680;GO:0051254" "positive regulation of RNA metabolic process" 0.811934167082376
70 0.920430164573019 3 5 "GO:0045898" "regulation of RNA polymerase II transcriptional preinitiation complex assembly" 0.99328594169326
-1307 0.0602518570130758 2 5 "GO:0045907" "positive regulation of vasoconstriction" 0.645432445484496
252 0.646361674324235 3 8 "GO:0045910" "negative regulation of DNA recombination" 0.955182208598251
-232 0.73843049269505 7 5 "GO:0045911" "positive regulation of DNA recombination" 0.972191552623681
334 0.476641709180903 5 11 "GO:0045913" "positive regulation of carbohydrate metabolic process" 0.893770874679203
1523 0.00958029036540268 5 7 "GO:0045919;GO:0042268" "regulation of cytolysis" 0.312181987058475
184 0.607362441726595 3 19 "GO:0045921" "positive regulation of exocytosis" 0.940320569890715
635 0.220982227681293 2 9 "GO:0045924;GO:0060180" "female mating behavior" 0.810938526090533
-150 0.519094388088367 2 45 "GO:0045926" "negative regulation of growth" 0.909065866274596
-252 0.219620574234652 4 58 "GO:0045927" "positive regulation of growth" 0.810938526090533
286 0.155787854495255 2 60 "GO:0045930" "negative regulation of mitotic cell cycle" 0.766898234229866
63 0.787737118559645 3 44 "GO:0045931" "positive regulation of mitotic cell cycle" 0.975778147430469
-515 0.45905188212245 3 5 "GO:0045932" "negative regulation of muscle contraction" 0.889991966314376
20 0.95959406241472 5 16 "GO:0045933;GO:0045989" "positive regulation of muscle contraction" 0.995848162381776
36 0.749892118982295 3 200 "GO:0045937;GO:0010562;GO:0001934;GO:0042327" "positive regulation of phosphorus metabolic process" 0.972191552623681
1116 0.0575908790472588 3 7 "GO:0045943" "positive regulation of transcription by RNA polymerase I" 0.634168008770755
-14 0.892592064010948 4 228 "GO:0045944" "positive regulation of transcription by RNA polymerase II" 0.987914984373673
-293 0.572398166921997 3 9 "GO:0045947" "negative regulation of translational initiation" 0.931663212154572
1506 0.00368972474182351 2 9 "GO:0045948" "positive regulation of translational initiation" 0.234394006546722
-248 0.721551074620651 2 5 "GO:0045980" "negative regulation of nucleotide metabolic process" 0.972191552623681
-270 0.298861761503473 2 36 "GO:0045995" "regulation of embryonic development" 0.859612678467864
-394 0.422977155906161 4 10 "GO:0046033" "AMP metabolic process" 0.886542122211041
-540 0.00650996575179138 2 62 "GO:0046034" "ATP metabolic process" 0.265837335636443
-114 0.869888867236678 2 5 "GO:0046037" "GMP metabolic process" 0.985500292252112
318 0.461237519211764 3 13 "GO:0046039" "GTP metabolic process" 0.889991966314376
71 0.919059006407649 7 5 "GO:0046058" "cAMP metabolic process" 0.99328594169326
-510 0.385260231068632 2 7 "GO:0046060" "dATP metabolic process" 0.87237376016788
20 0.977493434087711 7 5 "GO:0046068" "cGMP metabolic process" 0.996485634016242
-405 0.523313118195424 2 6 "GO:0046085" "adenosine metabolic process" 0.909941463855249
76 0.912663515540483 2 5 "GO:0046102" "inosine metabolic process" 0.993230772887687
-38 0.931911261141605 2 12 "GO:0046112" "nucleobase biosynthetic process" 0.994151563136106
-1005 0.0322139719152934 2 11 "GO:0046113" "nucleobase catabolic process" 0.530215680605798
-197 0.424545349603527 3 40 "GO:0046128;GO:0009119;GO:0042278" "ribonucleoside metabolic process" 0.886542122211041
-65 0.863865175647826 3 17 "GO:0046129;GO:0042451;GO:0042455" "purine nucleoside biosynthetic process" 0.985500292252112
75 0.861429469804545 2 13 "GO:0046130;GO:0006152;GO:0042454" "ribonucleoside catabolic process" 0.985101548950536
-241 0.660979032765118 5 8 "GO:0046135" "pyrimidine nucleoside catabolic process" 0.960716752709661
235 0.479736259908153 3 22 "GO:0046148" "pigment biosynthetic process" 0.893770874679203
-363 0.217874676826966 3 28 "GO:0046165" "alcohol biosynthetic process" 0.810938526090533
-809 0.0275294072594922 2 18 "GO:0046173" "polyol biosynthetic process" 0.482662325103923
98 0.794926051495022 3 17 "GO:0046174" "polyol catabolic process" 0.976554243001882
-1388 0.00743611009695782 2 9 "GO:0046185" "aldehyde catabolic process" 0.282222249091599
-513 0.460624988563772 2 5 "GO:0046189" "phenol-containing compound biosynthetic process" 0.889991966314376
-602 0.305957786641065 3 7 "GO:0046320" "regulation of fatty acid oxidation" 0.861282998314988
467 0.279495380915953 4 13 "GO:0046324" "regulation of glucose import" 0.849013275739044
132 0.810641586144163 5 8 "GO:0046326" "positive regulation of glucose import" 0.980760335505261
37 0.920802843917567 5 18 "GO:0046329;GO:0032873;GO:0070303" "negative regulation of stress-activated MAPK cascade" 0.99328594169326
-91 0.868998904413044 2 8 "GO:0046337;GO:0006646" "phosphatidylethanolamine metabolic process" 0.985500292252112
-769 0.268910225769283 2 5 "GO:0046339" "diacylglycerol metabolic process" 0.847246289242956
-151 0.690107203584593 2 17 "GO:0046348" "amino sugar catabolic process" 0.967133082814301
-495 0.270467687633682 2 12 "GO:0046349;GO:1901073" "amino sugar biosynthetic process" 0.848319559423731
-299 0.328604751515508 4 26 "GO:0046364" "monosaccharide biosynthetic process" 0.869629965864667
-277 0.0445341784218234 2 130 "GO:0046394;GO:0016053" "organic acid biosynthetic process" 0.603643947852111
-580 5.71447758040704e-06 3 152 "GO:0046395;GO:0016054" "carboxylic acid catabolic process" 0.0061449682247977
85 0.856530128311555 2 11 "GO:0046415" "urate metabolic process" 0.984970550509963
-144 0.637295808319024 3 26 "GO:0046425" "regulation of receptor signaling pathway via JAK-STAT" 0.952695216699338
-309 0.399907175103159 7 18 "GO:0046426;GO:0042509;GO:0042532" "negative regulation of receptor signaling pathway via JAK-STAT" 0.876482078566761
-237 0.529700130004733 7 17 "GO:0046427;GO:1904894" "positive regulation of receptor signaling pathway via STAT" 0.911895228828599
-168 0.426392424489705 4 55 "GO:0046434" "organophosphate catabolic process" 0.886542122211041
-553 0.314319583737647 2 8 "GO:0046456" "icosanoid biosynthetic process" 0.861282998314988
-412 0.426706595033882 2 9 "GO:0046459" "short-chain fatty acid metabolic process" 0.886542122211041
-45 0.913278233213746 4 14 "GO:0046467" "membrane lipid biosynthetic process" 0.993230772887687
-326 0.507795169864509 2 10 "GO:0046470" "phosphatidylcholine metabolic process" 0.901404279765575
206 0.745203038815921 2 6 "GO:0046477;GO:0006677" "glycosylceramide metabolic process" 0.972191552623681
102 0.812450525572617 3 13 "GO:0046479;GO:0046514;GO:0019377" "ceramide catabolic process" 0.980760335505261
-182 0.288283194697556 2 84 "GO:0046486;GO:0006650;GO:0006644" "phospholipid metabolic process" 0.853212464306711
-1245 0.0236263058256626 5 8 "GO:0046487" "glyoxylate metabolic process" 0.464585967858808
-71 0.816407332855455 2 26 "GO:0046488" "phosphatidylinositol metabolic process" 0.98163624889739
777 0.0342566409860176 2 18 "GO:0046496;GO:0019362;GO:0009435;GO:0019359;GO:0019363" "pyridine nucleotide metabolic process" 0.541725116769082
-698 0.235314435801749 2 7 "GO:0046500" "S-adenosylmethionine metabolic process" 0.818904390395299
6 0.991845464453489 2 7 "GO:0046503" "glycerolipid catabolic process" 0.998953064213476
449 0.518660926662301 2 5 "GO:0046513" "ceramide biosynthetic process" 0.909065866274596
-492 0.317000051975569 2 10 "GO:0046530;GO:0001754" "photoreceptor cell differentiation" 0.861282998314988
-103 0.842615545233896 3 9 "GO:0046532" "regulation of photoreceptor cell differentiation" 0.982676277590505
8 0.965480166206972 3 77 "GO:0046578;GO:0051056" "regulation of small GTPase mediated signal transduction" 0.995848162381776
-115 0.789390022732314 8 13 "GO:0046579;GO:0051057" "positive regulation of small GTPase mediated signal transduction" 0.975778147430469
303 0.633448890596684 3 6 "GO:0046597;GO:0046596" "regulation of viral entry into host cell" 0.95223957179166
662 0.158301791257975 2 11 "GO:0046599" "regulation of centriole replication" 0.772169597723171
-166 0.763192793364056 7 8 "GO:0046607" "positive regulation of centrosome cycle" 0.97289799321919
215 0.465505966952844 2 28 "GO:0046620" "regulation of organ growth" 0.889991966314376
273 0.511319452282669 2 14 "GO:0046621" "negative regulation of organ growth" 0.903809120253266
34 0.914412707835223 5 24 "GO:0046626;GO:1900076" "regulation of cellular response to insulin stimulus" 0.993230772887687
126 0.753204384509897 5 15 "GO:0046627;GO:1900077" "negative regulation of cellular response to insulin stimulus" 0.972191552623681
-126 0.818770469376952 3 8 "GO:0046628;GO:1900078" "positive regulation of insulin receptor signaling pathway" 0.981650410985964
-729 0.294837092432056 3 5 "GO:0046631" "alpha-beta T cell activation" 0.856969750947428
82 0.849091891305523 2 13 "GO:0046637;GO:0046634" "regulation of alpha-beta T cell activation" 0.983522775732596
-65 0.900752949060557 3 9 "GO:0046638;GO:0046635" "positive regulation of alpha-beta T cell activation" 0.989386793894912
226 0.295810988587759 3 52 "GO:0046649" "lymphocyte activation" 0.857362805273983
-655 0.144617643172124 3 12 "GO:0046653;GO:0006760" "folic acid-containing compound metabolic process" 0.756298528070006
-380 0.549640599207795 2 6 "GO:0046664" "dorsal closure, amnioserosa morphology change" 0.923063461679854
-588 0.25716195164256 2 9 "GO:0046676" "negative regulation of insulin secretion" 0.837672144855893
380 0.489551498933091 2 8 "GO:0046685" "response to arsenic-containing substance" 0.893770874679203
162 0.659060294666459 5 18 "GO:0046686" "response to cadmium ion" 0.960716752709661
-152 0.782706068699893 2 8 "GO:0046716" "muscle cell cellular homeostasis" 0.975778147430469
-589 0.189486128294339 2 12 "GO:0046717" "acid secretion" 0.800815080667849
340 0.562977610038303 5 7 "GO:0046755" "viral budding" 0.926761186147165
-9 0.967203184348577 4 55 "GO:0046777" "protein autophosphorylation" 0.995848162381776
49 0.924244233589762 2 9 "GO:0046782" "regulation of viral transcription" 0.99328594169326
50 0.937051742184157 4 6 "GO:0046785" "microtubule polymerization" 0.994358887847017
